,File,Duration
10265,812205003474924.wav,171.66
10266,812205003491304.wav,479.04
10267,812205003487259.wav,88.14
10268,812205003464287.wav,75.9
10269,812205003487956.wav,106.68
10270,812205003474979.wav,64.26
10271,812205003467222.wav,261.72
10272,812205003464204.wav,410.34
10273,812205003476098.wav,426.84
10274,812205003487092.wav,46.8
10275,812205003474189.wav,63.48
10276,812205003463575.wav,314.1
10277,812205003495772.wav,36.3
10278,812205003466141.wav,255.3
10279,812205003466187.wav,138.12
10280,812205003490526.wav,41.7
10281,812205003469954.wav,385.38
10282,812205003472027.wav,181.86
10283,812205003462517.wav,106.86
10284,812205003468200.wav,234.36
10285,812205003469544.wav,429.18
10286,812205003465624.wav,32.4
10287,812205003492890.wav,137.76
10288,812205003467236.wav,46.62
10289,812205003463376.wav,186.48
10290,812205003485973.wav,32.16
10291,812205003462542.wav,50.28
10292,812205003489296.wav,289.32
10293,812205003493721.wav,49.26
10294,812205003496864.wav,44.52
10295,812205003464160.wav,45.24
10296,812205003484876.wav,159.42
10297,812205003486960.wav,74.88
10298,812205003496450.wav,62.82
10299,812205003469246.wav,36.96
10300,812205003469534.wav,592.38
10301,812205003487775.wav,69.36
10302,812205003463256.wav,68.34
10303,812205003463713.wav,61.8
10304,812205003490068.wav,149.82
10305,812205003462408.wav,121.5
10306,812205003489263.wav,131.52
10307,812205003483047.wav,271.32
10308,812205003468266.wav,103.8
10309,812205003491808.wav,99.12
10310,812205003491597.wav,45.18
10311,812205003481844.wav,290.58
10312,812205003496503.wav,296.64
10313,812205003469331.wav,350.52
10314,812205003468034.wav,611.46
10315,812205003485579.wav,447.72
10316,812205003463072.wav,189.54
10317,812205003466478.wav,41.04
10318,812205003479840.wav,218.28
10319,812205003464365.wav,171.66
10320,812205003463511.wav,119.16
10321,812205003478972.wav,1029.96
10322,812205003472163.wav,305.58
10323,812205003468922.wav,161.04
10324,812205003480795.wav,30.06
10325,812205003488419.wav,37.32
10326,812205003492842.wav,32.82
10327,812205003483234.wav,387.42
10328,812205003473831.wav,839.1
10329,812205003468145.wav,201.12
10330,812205003484586.wav,80.82
10331,812205003496435.wav,267.96
10332,812205003490097.wav,354.6
10333,812205003486907.wav,557.04
10334,812205003467264.wav,52.02
10335,812205003497188.wav,93.9
10336,812205003480039.wav,267.78
10337,812205003498199.wav,32.46
10338,812205003479265.wav,449.4
10339,812205003464897.wav,87.36
10340,812205003491765.wav,247.14
10341,812205003479715.wav,57.66
10342,812205003466078.wav,168.12
10343,812205003489181.wav,37.32
10344,812205003495238.wav,165.9
10345,812205003474981.wav,106.56
10346,812205003463315.wav,249.78
10347,812205003497756.wav,193.62
10348,812205003488334.wav,35.58
10349,812205003494398.wav,63.84
10350,812205003493851.wav,31.56
10351,812205003498000.wav,60.3
10352,812205003484954.wav,63.36
10353,812205003484300.wav,76.44
10354,812205003466931.wav,33.0
10355,812205003470663.wav,120.42
10356,812205003464857.wav,332.22
10357,812205003486557.wav,299.28
10358,812205003490239.wav,180.12
10359,812205003488068.wav,104.64
10360,812205003473581.wav,39.96
10361,812205003474967.wav,109.62
10362,812205003475161.wav,54.72
10363,812205003468693.wav,286.38
10364,812205003486979.wav,30.36
10365,812205003469204.wav,170.88
10366,812205003471573.wav,327.0
10367,812205003464637.wav,78.3
10368,812205003481665.wav,35.4
10369,812205003484981.wav,30.0
10370,812205003497047.wav,69.3
10371,812205003480301.wav,430.02
10372,812205003473512.wav,461.52
10373,812205003481684.wav,154.74
10374,812205003485297.wav,85.56
10375,812205003470829.wav,1001.04
10376,812205003486713.wav,192.78
10377,812205003495083.wav,43.68
10378,812205003497422.wav,36.96
10379,812205003470248.wav,182.64
10380,812205003481167.wav,319.02
10381,812205003479683.wav,335.7
10382,812205003484308.wav,153.78
10383,812205003482854.wav,70.2
10384,812205003493870.wav,112.68
10385,812205003471568.wav,379.56
10386,812205003472558.wav,32.88
10387,812205003483192.wav,72.66
10388,812205003495398.wav,117.18
10389,812205003476603.wav,106.2
10390,812205003498058.wav,66.54
10391,812205003493958.wav,61.26
10392,812205003473040.wav,165.9
10393,812205003477051.wav,37.44
10394,812205003492753.wav,632.7
10395,812205003482635.wav,30.24
10396,812205003497328.wav,76.68
10397,812205003470956.wav,314.76
10398,812205003473290.wav,288.12
10399,812205003474709.wav,42.96
10400,812205003464344.wav,331.92
10401,812205003495851.wav,185.76
10402,812205003485159.wav,107.64
10403,812205003489546.wav,298.68
10404,812205003466761.wav,311.58
10405,812205003464846.wav,59.7
10406,812205003490169.wav,389.1
10407,812205003482213.wav,244.56
10408,812205003462664.wav,65.58
10409,812205003497278.wav,155.82
10410,812205003463556.wav,44.7
10411,812205003484636.wav,78.0
10412,812205003461982.wav,38.76
10413,812205003483041.wav,505.98
10414,812205003463842.wav,43.98
10415,812205003467407.wav,76.14
10416,812205003490189.wav,724.2
10417,812205003463905.wav,38.04
10418,812205003471300.wav,44.52
10419,812205003481059.wav,47.76
10420,812205003477602.wav,39.66
10421,812205003480962.wav,115.08
10422,812205003483263.wav,47.28
10423,812205003483642.wav,31.26
10424,812205003487870.wav,277.38
10425,812205003476271.wav,80.94
10426,812205003466063.wav,46.26
10427,812205003483544.wav,68.1
10428,812205003472216.wav,39.84
10429,812205003486356.wav,33.3
10430,812205003478444.wav,38.88
10431,812205003479137.wav,167.7
10432,812205003496145.wav,156.96
10433,812205003468325.wav,559.26
10434,812205003462670.wav,212.52
10435,812205003482618.wav,73.2
10436,812205003494038.wav,372.6
10437,812205003467753.wav,33.6
10438,812205003475751.wav,269.58
10439,812205003481084.wav,452.64
10440,812205003494705.wav,46.86
10441,812205003486081.wav,32.04
10442,812205003493035.wav,45.3
10443,812205003482965.wav,50.28
10444,812205003487760.wav,56.16
10445,812205003479700.wav,316.2
10446,812205003493152.wav,121.62
10447,812205003493817.wav,74.58
10448,812205003487311.wav,97.56
10449,812205003492193.wav,45.9
10450,812205003492282.wav,78.06
10451,812205003470013.wav,93.12
10452,812205003471466.wav,194.64
10453,812205003469450.wav,34.38
10454,812205003463963.wav,100.5
10455,812205003472339.wav,55.92
10456,812205003491473.wav,79.26
10457,812205003463645.wav,150.84
10458,812205003485334.wav,395.4
10459,812205003489256.wav,229.14
10460,812205003488233.wav,64.32
10461,812205003467763.wav,63.72
10462,812205003478940.wav,34.02
10463,812205003483943.wav,68.82
10464,812205003496607.wav,409.38
10465,812205003483342.wav,50.1
10466,812205003472713.wav,38.82
10467,812205003469640.wav,451.14
10468,812205003462071.wav,98.16
10469,812205003478962.wav,53.64
10470,812205003479792.wav,378.06
10471,812205003497854.wav,301.5
10472,812205003466499.wav,64.2
10473,812205003485304.wav,63.78
10474,812205003490452.wav,105.3
10475,812205003484284.wav,933.3
10476,812205003486202.wav,416.46
10477,812205003467443.wav,71.58
10478,812205003471928.wav,83.22
10479,812205003478177.wav,108.96
10480,812205003464110.wav,97.56
10481,812205003494168.wav,49.44
10482,812205003473549.wav,107.1
10483,812205003490038.wav,31.68
10484,812205003497133.wav,43.98
10485,812205003483301.wav,533.58
10486,812205003462269.wav,87.9
10487,812205003464746.wav,173.64
10488,812205003464314.wav,292.68
10489,812205003479760.wav,563.34
10490,812205003486441.wav,53.28
10491,812205003483579.wav,31.8
10492,812205003492976.wav,73.2
10493,812205003491640.wav,133.62
10494,812205003469686.wav,81.0
10495,812205003474511.wav,94.08
10496,812205003496707.wav,47.1
10497,812205003476879.wav,33.6
10498,812205003492229.wav,30.18
10499,812205003473562.wav,44.58
10500,812205003487303.wav,535.26
10501,812205003492708.wav,341.76
10502,812205003472757.wav,473.64
10503,812205003493153.wav,165.18
10504,812205003482551.wav,158.4
10505,812205003480479.wav,34.62
10506,812205003480527.wav,163.08
10507,812205003463745.wav,32.76
10508,812205003466146.wav,54.36
10509,812205003466524.wav,149.46
10510,812205003466638.wav,55.56
10511,812205003468308.wav,182.34
10512,812205003496560.wav,200.22
10513,812205003482541.wav,60.84
10514,812205003464949.wav,383.88
10515,812205003481159.wav,31.56
10516,812205003481057.wav,315.66
10517,812205003483808.wav,53.16
10518,812205003477693.wav,40.44
10519,812205003479614.wav,78.96
10520,812205003491028.wav,48.42
10521,812205003477587.wav,81.78
10522,812205003470512.wav,31.8
10523,812205003486316.wav,40.74
10524,812205003478229.wav,232.5
10525,812205003482909.wav,33.06
10526,812205003491761.wav,67.44
10527,812205003463122.wav,250.44
10528,812205003462366.wav,457.14
10529,812205003497080.wav,179.1
10530,812205003484877.wav,62.76
10531,812205003474475.wav,158.22
10532,812205003464040.wav,108.0
10533,812205003474101.wav,30.6
10534,812205003486642.wav,40.68
10535,812205003463058.wav,38.4
10536,812205003496128.wav,335.88
10537,812205003473051.wav,115.38
10538,812205003466423.wav,119.4
10539,812205003478844.wav,189.12
10540,812205003485813.wav,69.06
10541,812205003462100.wav,159.54
10542,812205003486228.wav,69.96
10543,812205003465653.wav,256.02
10544,812205003462352.wav,30.96
10545,812205003493407.wav,37.62
10546,812205003494013.wav,357.42
10547,812205003464744.wav,64.74
10548,812205003471587.wav,68.04
10549,812205003498157.wav,226.26
10550,812205003497225.wav,51.06
10551,812205003493575.wav,30.72
10552,812205003471109.wav,58.56
10553,812205003487949.wav,66.18
10554,812205003485264.wav,39.0
10555,812205003488756.wav,356.16
10556,812205003476583.wav,79.56
10557,812205003473358.wav,134.88
10558,812205003468002.wav,191.4
10559,812205003479405.wav,283.56
10560,812205003466249.wav,251.22
10561,812205003477150.wav,140.04
10562,812205003488929.wav,48.0
10563,812205003484552.wav,707.22
10564,812205003472535.wav,812.22
10565,812205003469697.wav,287.46
10566,812205003469231.wav,113.28
10567,812205003468198.wav,47.28
10568,812205003487958.wav,205.74
10569,812205003470605.wav,227.94
10570,812205003488984.wav,36.72
10571,812205003471727.wav,52.02
10572,812205003465627.wav,31.5
10573,812205003496653.wav,37.74
10574,812205003465056.wav,251.34
10575,812205003478402.wav,31.68
10576,812205003472488.wav,371.76
10577,812205003462119.wav,39.54
10578,812205003465243.wav,594.9
10579,812205003483640.wav,51.6
10580,812205003487557.wav,78.96
10581,812205003475538.wav,31.68
10582,812205003469456.wav,134.52
10583,812205003497364.wav,186.42
10584,812205003468102.wav,90.48
10585,812205003488208.wav,103.44
10586,812205003481552.wav,628.8
10587,812205003464302.wav,543.3
10588,812205003487084.wav,63.06
10589,812205003488164.wav,31.2
10590,812205003472034.wav,323.58
10591,812205003464307.wav,261.9
10592,812205003493643.wav,48.66
10593,812205003482720.wav,167.76
10594,812205003487801.wav,383.7
10595,812205003483286.wav,83.4
10596,812205003479378.wav,34.98
10597,812205003463364.wav,547.74
10598,812205003478674.wav,85.26
10599,812205003471418.wav,61.74
10600,812205003478112.wav,227.58
10601,812205003495889.wav,55.26
10602,812205003472077.wav,122.46
10603,812205003495324.wav,203.16
10604,812205003464918.wav,59.22
10605,812205003481884.wav,94.44
10606,812205003463060.wav,79.74
10607,812205003484545.wav,36.66
10608,812205003466002.wav,76.68
10609,812205003475722.wav,201.06
10610,812205003490027.wav,67.8
10611,812205003477510.wav,196.86
10612,812205003467904.wav,58.08
10613,812205003472407.wav,99.9
10614,812205003472155.wav,244.2
10615,812205003483180.wav,30.72
10616,812205003478101.wav,31.5
10617,812205003484510.wav,38.04
10618,812205003470833.wav,589.2
10619,812205003497412.wav,49.56
10620,812205003495277.wav,251.64
10621,812205003483844.wav,115.2
10622,812205003476825.wav,601.98
10623,812205003494145.wav,41.46
10624,812205003462988.wav,92.82
10625,812205003483933.wav,311.04
10626,812205003487885.wav,118.86
10627,812205003494350.wav,52.74
10628,812205003495254.wav,34.68
10629,812205003465043.wav,37.38
10630,812205003482349.wav,43.08
10631,812205003493369.wav,421.2
10632,812205003491748.wav,59.28
10633,812205003468060.wav,67.92
10634,812205003465916.wav,58.62
10635,812205003485478.wav,304.32
10636,812205003462153.wav,67.26
10637,812205003491943.wav,571.92
10638,812205003483311.wav,54.42
10639,812205003467372.wav,279.66
10640,812205003496488.wav,36.54
10641,812205003481573.wav,46.02
10642,812205003484903.wav,96.06
10643,812205003495508.wav,94.2
10644,812205003490581.wav,204.18
10645,812205003472009.wav,141.48
10646,812205003476136.wav,44.82
10647,812205003479007.wav,103.74
10648,812205003490221.wav,54.54
10649,812205003478301.wav,248.88
10650,812205003477730.wav,81.84
10651,812205003466097.wav,46.5
10652,812205003493527.wav,415.08
10653,812205003491578.wav,36.3
10654,812205003471954.wav,106.38
10655,812205003491350.wav,675.72
10656,812205003467586.wav,49.38
10657,812205003491202.wav,39.78
10658,812205003485360.wav,37.62
10659,812205003467390.wav,49.08
10660,812205003468402.wav,97.74
10661,812205003483551.wav,175.92
10662,812205003475674.wav,47.88
10663,812205003478353.wav,44.22
10664,812205003470957.wav,50.76
10665,812205003496133.wav,98.1
10666,812205003464535.wav,107.1
10667,812205003467804.wav,328.26
10668,812205003493694.wav,85.14
10669,812205003464557.wav,53.1
10670,812205003476122.wav,65.58
10671,812205003485925.wav,70.98
10672,812205003462226.wav,82.56
10673,812205003466262.wav,82.68
10674,812205003463869.wav,104.1
10675,812205003493875.wav,77.46
10676,812205003495843.wav,34.92
10677,812205003468866.wav,60.36
10678,812205003497206.wav,225.24
10679,812205003464353.wav,64.98
10680,812205003479613.wav,45.84
10681,812205003490739.wav,44.16
10682,812205003487327.wav,37.26
10683,812205003466701.wav,365.1
10684,812205003482383.wav,240.06
10685,812205003486269.wav,32.82
10686,812205003462544.wav,30.24
10687,812205003490864.wav,38.7
10688,812205003476130.wav,59.88
10689,812205003465002.wav,42.3
10690,812205003485837.wav,40.56
10691,812205003467339.wav,109.32
10692,812205003492478.wav,200.16
10693,812205003472647.wav,79.92
10694,812205003465584.wav,51.36
10695,812205003475521.wav,48.54
10696,812205003490545.wav,558.3
10697,812205003487083.wav,91.02
10698,812205003496096.wav,241.8
10699,812205003496705.wav,212.82
10700,812205003490931.wav,184.32
10701,812205003482374.wav,45.18
10702,812205003483269.wav,37.38
10703,812205003463993.wav,95.1
10704,812205003476127.wav,133.08
10705,812205003473317.wav,59.94
10706,812205003478910.wav,550.26
10707,812205003475414.wav,60.72
10708,812205003472579.wav,54.72
10709,812205003474693.wav,90.96
10710,812205003484351.wav,32.64
10711,812205003463851.wav,188.94
10712,812205003466381.wav,538.32
10713,812205003482727.wav,124.62
10714,812205003493209.wav,141.66
10715,812205003493855.wav,291.72
10716,812205003483067.wav,71.52
10717,812205003496657.wav,36.42
10718,812205003477767.wav,30.24
10719,812205003490406.wav,49.56
10720,812205003491551.wav,458.82
10721,812205003486663.wav,187.68
10722,812205003491434.wav,379.68
10723,812205003482865.wav,30.18
10724,812205003464154.wav,373.26
10725,812205003473059.wav,504.66
10726,812205003474480.wav,37.62
10727,812205003493789.wav,127.8
10728,812205003474193.wav,229.08
10729,812205003491658.wav,56.04
10730,812205003471799.wav,353.34
10731,812205003474671.wav,34.74
10732,812205003476006.wav,52.26
10733,812205003491494.wav,152.4
10734,812205003494245.wav,606.9
10735,812205003464738.wav,356.4
10736,812205003469891.wav,345.0
10737,812205003495246.wav,164.46
10738,812205003477525.wav,361.8
10739,812205003477794.wav,175.02
10740,812205003486616.wav,34.68
10741,812205003481632.wav,49.68
10742,812205003496448.wav,165.36
10743,812205003482936.wav,30.66
10744,812205003478255.wav,219.36
10745,812205003493050.wav,720.18
10746,812205003487594.wav,146.64
10747,812205003485768.wav,53.64
10748,812205003472463.wav,56.22
10749,812205003467883.wav,80.58
10750,812205003482617.wav,178.44
10751,812205003468020.wav,47.04
10752,812205003477835.wav,58.02
10753,812205003475407.wav,286.2
10754,812205003485949.wav,447.72
10755,812205003487684.wav,31.2
10756,812205003463958.wav,31.02
10757,812205003469357.wav,55.92
10758,812205003469708.wav,569.16
10759,812205003487203.wav,119.52
10760,812205003472823.wav,374.28
10761,812205003481262.wav,44.46
10762,812205003485321.wav,76.26
10763,812205003488110.wav,128.22
10764,812205003462739.wav,36.72
10765,812205003495099.wav,279.6
10766,812205003477465.wav,132.18
10767,812205003462132.wav,222.48
10768,812205003465109.wav,77.34
10769,812205003495788.wav,528.66
10770,812205003490037.wav,53.34
10771,812205003480201.wav,380.1
10772,812205003473248.wav,202.74
10773,812205003474962.wav,133.2
10774,812205003492516.wav,216.72
10775,812205003495443.wav,32.58
10776,812205003486607.wav,32.04
10777,812205003481089.wav,406.5
10778,812205003472052.wav,286.08
10779,812205003484258.wav,156.36
10780,812205003471741.wav,168.6
10781,812205003489765.wav,721.8
10782,812205003486936.wav,245.88
10783,812205003479701.wav,34.86
10784,812205003480762.wav,647.04
10785,812205003479668.wav,30.9
10786,812205003477581.wav,45.54
10787,812205003488914.wav,55.68
10788,812205003470500.wav,30.66
10789,812205003467528.wav,465.06
10790,812205003484848.wav,97.74
10791,812205003488739.wav,113.4
10792,812205003485165.wav,37.62
10793,812205003485930.wav,127.08
10794,812205003471408.wav,46.14
10795,812205003495653.wav,354.6
10796,812205003479735.wav,110.7
10797,812205003476380.wav,220.2
10798,812205003477685.wav,96.06
10799,812205003475799.wav,390.24
10800,812205003493227.wav,78.48
10801,812205003487963.wav,296.52
10802,812205003481033.wav,132.84
10803,812205003496312.wav,45.3
10804,812205003487606.wav,31.2
10805,812205003466918.wav,42.12
10806,812205003486234.wav,550.62
10807,812205003470808.wav,168.54
10808,812205003480958.wav,593.46
10809,812205003487014.wav,355.68
10810,812205003475473.wav,108.9
10811,812205003483506.wav,194.22
10812,812205003480663.wav,107.1
10813,812205003490388.wav,52.62
10814,812205003486574.wav,125.82
10815,812205003496465.wav,48.48
10816,812205003468138.wav,50.58
10817,812205003469863.wav,85.08
10818,812205003467571.wav,128.04
10819,812205003464297.wav,326.88
10820,812205003471647.wav,112.98
10821,812205003486600.wav,283.98
10822,812205003496460.wav,106.44
10823,812205003491248.wav,157.74
10824,812205003469533.wav,246.96
10825,812205003476280.wav,438.48
10826,812205003482813.wav,66.06
10827,812205003489075.wav,324.48
10828,812205003464267.wav,30.06
10829,812205003476571.wav,98.1
10830,812205003470399.wav,36.06
10831,812205003487694.wav,286.62
10832,812205003482042.wav,335.04
10833,812205003495519.wav,52.44
10834,812205003471184.wav,528.72
10835,812205003464313.wav,74.28
10836,812205003464041.wav,150.36
10837,812205003484394.wav,40.74
10838,812205003486462.wav,535.74
10839,812205003495810.wav,106.32
10840,812205003465369.wav,196.14
10841,812205003486791.wav,37.2
10842,812205003474285.wav,60.96
10843,812205003469134.wav,53.58
10844,812205003494953.wav,75.6
10845,812205003480238.wav,38.88
10846,812205003482974.wav,273.66
10847,812205003497877.wav,139.2
10848,812205003465978.wav,69.3
10849,812205003478251.wav,142.62
10850,812205003484600.wav,45.78
10851,812205003467639.wav,53.58
10852,812205003486916.wav,98.52
10853,812205003490535.wav,502.26
10854,812205003472758.wav,67.14
10855,812205003470044.wav,603.6
10856,812205003463743.wav,37.38
10857,812205003480673.wav,197.16
10858,812205003495563.wav,117.42
10859,812205003497361.wav,261.66
10860,812205003487673.wav,31.68
10861,812205003481542.wav,45.06
10862,812205003466858.wav,235.26
10863,812205003463099.wav,63.42
10864,812205003482802.wav,99.96
10865,812205003489331.wav,369.0
10866,812205003486915.wav,36.72
10867,812205003475736.wav,54.0
10868,812205003487058.wav,30.6
10869,812205003484307.wav,218.4
10870,812205003492288.wav,82.68
10871,812205003490101.wav,57.66
10872,812205003468695.wav,36.84
10873,812205003492238.wav,565.44
10874,812205003493574.wav,43.2
10875,812205003466907.wav,58.08
10876,812205003471500.wav,30.54
10877,812205003485858.wav,668.82
10878,812205003474940.wav,72.48
10879,812205003485697.wav,54.0
10880,812205003487907.wav,53.46
10881,812205003475947.wav,210.66
10882,812205003464868.wav,107.82
10883,812205003498238.wav,186.6
10884,812205003477630.wav,54.18
10885,812205003465903.wav,32.22
10886,812205003480943.wav,130.62
10887,812205003475998.wav,330.12
10888,812205003469115.wav,365.16
10889,812205003492861.wav,310.86
10890,812205003477955.wav,44.58
10891,812205003466194.wav,174.18
10892,812205003475360.wav,126.48
10893,812205003497937.wav,72.24
10894,812205003465966.wav,81.06
10895,812205003467921.wav,57.84
10896,812205003478528.wav,48.78
10897,812205003489354.wav,31.38
10898,812205003469621.wav,149.04
10899,812205003475567.wav,88.5
10900,812205003487312.wav,49.32
10901,812205003490853.wav,46.5
10902,812205003466330.wav,240.84
10903,812205003486730.wav,168.9
10904,812205003462203.wav,31.02
10905,812205003485538.wav,664.08
10906,812205003476929.wav,692.22
10907,812205003483919.wav,289.92
10908,812205003472236.wav,45.42
10909,812205003466680.wav,30.36
10910,812205003462794.wav,120.24
10911,812205003497119.wav,148.08
10912,812205003497117.wav,37.38
10913,812205003478683.wav,30.36
10914,812205003462781.wav,134.16
10915,812205003463460.wav,31.38
10916,812205003493519.wav,343.74
10917,812205003488231.wav,229.56
10918,812205003478830.wav,577.14
10919,812205003466348.wav,61.14
10920,812205003480067.wav,97.68
10921,812205003487251.wav,216.72
10922,812205003494468.wav,669.66
10923,812205003471091.wav,54.72
10924,812205003480738.wav,31.92
10925,812205003476826.wav,360.48
10926,812205003469274.wav,189.18
10927,812205003481758.wav,77.58
10928,812205003465339.wav,133.08
10929,812205003491571.wav,103.5
10930,812205003476594.wav,84.42
10931,812205003480535.wav,80.1
10932,812205003478750.wav,51.3
10933,812205003469496.wav,30.78
10934,812205003485721.wav,62.4
10935,812205003473978.wav,50.28
10936,812205003472133.wav,395.1
10937,812205003475597.wav,62.7
10938,812205003478225.wav,257.58
10939,812205003462942.wav,129.6
10940,812205003466233.wav,239.22
10941,812205003463980.wav,129.6
10942,812205003475415.wav,47.94
10943,812205003469849.wav,149.4
10944,812205003485248.wav,634.56
10945,812205003480363.wav,36.48
10946,812205003473570.wav,409.74
10947,812205003468785.wav,96.0
10948,812205003464356.wav,230.76
10949,812205003474140.wav,275.64
10950,812205003470650.wav,327.42
10951,812205003486668.wav,79.26
10952,812205003479225.wav,609.0
10953,812205003491395.wav,62.34
10954,812205003462749.wav,79.8
10955,812205003465039.wav,80.82
10956,812205003476306.wav,398.64
10957,812205003486074.wav,298.62
10958,812205003469539.wav,100.5
10959,812205003473308.wav,138.12
10960,812205003464694.wav,64.26
10961,812205003492392.wav,154.92
10962,812205003495395.wav,35.28
10963,812205003463899.wav,579.3
10964,812205003469676.wav,88.44
10965,812205003466184.wav,205.26
10966,812205003462563.wav,244.14
10967,812205003477040.wav,31.02
10968,812205003473342.wav,67.26
10969,812205003486858.wav,60.66
10970,812205003483632.wav,46.44
10971,812205003475362.wav,78.9
10972,812205003494337.wav,32.04
10973,812205003488300.wav,70.14
10974,812205003496691.wav,121.56
10975,812205003480520.wav,39.78
10976,812205003492143.wav,242.28
10977,812205003494969.wav,50.22
10978,812205003479990.wav,198.6
10979,812205003470200.wav,43.14
10980,812205003472510.wav,478.32
10981,812205003469155.wav,88.02
10982,812205003488688.wav,61.98
10983,812205003463850.wav,37.56
10984,812205003464329.wav,178.56
10985,812205003484546.wav,147.3
10986,812205003469623.wav,72.3
10987,812205003481851.wav,199.62
10988,812205003463392.wav,30.48
10989,812205003492680.wav,30.12
10990,812205003488193.wav,663.96
10991,812205003495983.wav,98.82
10992,812205003467004.wav,41.76
10993,812205003493683.wav,79.62
10994,812205003484632.wav,169.08
10995,812205003470627.wav,39.84
10996,812205003487285.wav,177.6
10997,812205003468527.wav,196.62
10998,812205003497776.wav,693.06
10999,812205003470091.wav,271.98
11000,812205003466300.wav,159.66
11001,812205003469158.wav,395.7
11002,812205003462190.wav,173.4
11003,812205003494989.wav,30.24
11004,812205003484653.wav,345.24
11005,812205003471142.wav,39.36
11006,812205003465313.wav,58.92
11007,812205003488443.wav,98.22
11008,812205003491187.wav,325.2
11009,812205003481035.wav,244.38
11010,812205003484631.wav,497.1
11011,812205003467351.wav,70.98
11012,812205003466170.wav,46.2
11013,812205003473646.wav,484.38
11014,812205003493580.wav,156.36
11015,812205003465939.wav,65.64
11016,812205003471262.wav,36.78
11017,812205003488901.wav,97.5
11018,812205003471956.wav,36.48
11019,812205003480444.wav,30.36
11020,812205003483848.wav,54.96
11021,812205003492172.wav,87.6
11022,812205003477342.wav,186.06
11023,812205003480351.wav,46.86
11024,812205003474508.wav,159.12
11025,812205003467536.wav,66.06
11026,812205003467591.wav,103.14
11027,812205003478713.wav,56.34
11028,812205003496715.wav,41.04
11029,812205003472400.wav,38.34
11030,812205003470093.wav,78.96
11031,812205003472017.wav,40.8
11032,812205003479082.wav,74.4
11033,812205003478955.wav,69.84
11034,812205003474444.wav,51.36
11035,812205003491645.wav,74.64
11036,812205003495595.wav,38.76
11037,812205003463393.wav,33.48
11038,812205003496321.wav,91.92
11039,812205003491774.wav,34.92
11040,812205003481118.wav,109.68
11041,812205003471622.wav,41.22
11042,812205003490076.wav,241.08
11043,812205003462049.wav,130.56
11044,812205003470924.wav,30.72
11045,812205003466682.wav,351.96
11046,812205003494935.wav,448.38
11047,812205003489721.wav,108.9
11048,812205003479895.wav,378.0
11049,812205003490240.wav,48.3
11050,812205003481205.wav,371.16
11051,812205003471235.wav,35.88
11052,812205003465732.wav,164.28
11053,812205003475046.wav,75.12
11054,812205003480728.wav,571.44
11055,812205003483207.wav,31.32
11056,812205003463595.wav,33.54
11057,812205003491644.wav,114.6
11058,812205003468879.wav,112.56
11059,812205003484350.wav,278.28
11060,812205003475941.wav,53.94
11061,812205003470064.wav,42.48
11062,812205003464104.wav,70.56
11063,812205003485650.wav,32.82
11064,812205003484330.wav,33.36
11065,812205003495652.wav,140.76
11066,812205003469033.wav,87.06
11067,812205003481564.wav,1023.48
11068,812205003475842.wav,173.88
11069,812205003479625.wav,62.22
11070,812205003478443.wav,353.34
11071,812205003492789.wav,186.18
11072,812205003473753.wav,101.52
11073,812205003495138.wav,112.14
11074,812205003496422.wav,46.92
11075,812205003487313.wav,446.52
11076,812205003470784.wav,122.34
11077,812205003475914.wav,273.96
11078,812205003467743.wav,113.82
11079,812205003487651.wav,203.04
11080,812205003474798.wav,45.54
11081,812205003484852.wav,38.1
11082,812205003471902.wav,101.1
11083,812205003465754.wav,192.24
11084,812205003470249.wav,56.04
11085,812205003465739.wav,50.28
11086,812205003487808.wav,40.86
11087,812205003497101.wav,431.76
11088,812205003481169.wav,574.08
11089,812205003492872.wav,56.88
11090,812205003494455.wav,40.02
11091,812205003463661.wav,32.82
11092,812205003474568.wav,79.5
11093,812205003482220.wav,41.76
11094,812205003488429.wav,58.62
11095,812205003476581.wav,37.62
11096,812205003497656.wav,89.28
11097,812205003489202.wav,37.44
11098,812205003479142.wav,44.52
11099,812205003486961.wav,102.0
11100,812205003467255.wav,184.8
11101,812205003476924.wav,56.64
11102,812205003489781.wav,36.42
11103,812205003482537.wav,38.58
11104,812205003497155.wav,249.24
11105,812205003470082.wav,493.2
11106,812205003466773.wav,76.26
11107,812205003467437.wav,471.36
11108,812205003482502.wav,39.12
11109,812205003478948.wav,85.92
11110,812205003485868.wav,193.74
11111,812205003476641.wav,128.52
11112,812205003469990.wav,95.58
11113,812205003495912.wav,109.68
11114,812205003497787.wav,77.28
11115,812205003469614.wav,391.5
11116,812205003466254.wav,117.66
11117,812205003474126.wav,93.24
11118,812205003463352.wav,290.34
11119,812205003467557.wav,45.84
11120,812205003490173.wav,92.46
11121,812205003462197.wav,73.26
11122,812205003475427.wav,85.5
11123,812205003469368.wav,150.9
11124,812205003487229.wav,33.3
11125,812205003482861.wav,37.68
11126,812205003490100.wav,46.92
11127,812205003469508.wav,58.56
11128,812205003462436.wav,31.02
11129,812205003489067.wav,60.96
11130,812205003492499.wav,115.62
11131,812205003462140.wav,386.58
11132,812205003487031.wav,130.14
11133,812205003471521.wav,32.52
11134,812205003466963.wav,70.08
11135,812205003469409.wav,50.4
11136,812205003487037.wav,117.0
11137,812205003482478.wav,240.9
11138,812205003476182.wav,33.18
