,File,Duration
3881,812205003466412.wav,188.1
3882,812205003475126.wav,212.46
3883,812205003462744.wav,43.86
3884,812205003490108.wav,98.82
3885,812205003467514.wav,87.42
3886,812205003480805.wav,102.96
3887,812205003467815.wav,144.0
3888,812205003492583.wav,339.72
3889,812205003489413.wav,58.8
3890,812205003474128.wav,38.34
3891,812205003497721.wav,632.28
3892,812205003467087.wav,188.4
3893,812205003462156.wav,31.62
3894,812205003493174.wav,55.68
3895,812205003469590.wav,69.66
3896,812205003480498.wav,254.82
3897,812205003469471.wav,210.78
3898,812205003474435.wav,562.98
3899,812205003484557.wav,72.36
3900,812205003483096.wav,237.06
3901,812205003466887.wav,340.44
3902,812205003483602.wav,38.04
3903,812205003494552.wav,96.18
3904,812205003468098.wav,537.54
3905,812205003496103.wav,52.68
3906,812205003497580.wav,57.48
3907,812205003484235.wav,46.2
3908,812205003497898.wav,1142.22
3909,812205003463662.wav,177.36
3910,812205003474925.wav,48.66
3911,812205003476096.wav,142.5
3912,812205003477596.wav,163.68
3913,812205003473520.wav,46.44
3914,812205003483099.wav,54.3
3915,812205003489221.wav,77.04
3916,812205003480319.wav,33.12
3917,812205003487157.wav,31.26
3918,812205003475865.wav,32.82
3919,812205003484569.wav,121.32
3920,812205003473805.wav,387.18
3921,812205003465260.wav,93.48
3922,812205003469495.wav,60.3
3923,812205003462797.wav,775.86
3924,812205003491710.wav,79.32
3925,812205003483707.wav,301.14
3926,812205003496732.wav,146.52
3927,812205003485797.wav,112.68
3928,812205003462559.wav,144.36
3929,812205003483964.wav,77.4
3930,812205003488230.wav,68.58
3931,812205003478597.wav,44.16
3932,812205003494479.wav,50.1
3933,812205003476323.wav,166.02
3934,812205003488749.wav,171.0
3935,812205003485782.wav,115.92
3936,812205003496092.wav,104.16
3937,812205003498275.wav,141.36
3938,812205003492192.wav,487.14
3939,812205003490881.wav,52.2
3940,812205003477076.wav,132.12
3941,812205003481566.wav,31.2
3942,812205003477313.wav,50.58
3943,812205003467702.wav,36.18
3944,812205003485293.wav,38.76
3945,812205003476078.wav,395.52
3946,812205003463933.wav,40.26
3947,812205003467413.wav,195.6
3948,812205003471804.wav,221.76
3949,812205003487403.wav,294.9
3950,812205003463618.wav,173.04
3951,812205003480438.wav,68.46
3952,812205003490713.wav,120.6
3953,812205003495153.wav,31.98
3954,812205003469707.wav,486.9
3955,812205003491491.wav,496.74
3956,812205003470278.wav,67.68
3957,812205003473003.wav,117.24
3958,812205003468733.wav,434.58
3959,812205003475638.wav,87.48
3960,812205003485987.wav,60.42
3961,812205003469856.wav,458.94
3962,812205003474637.wav,129.24
3963,812205003465770.wav,334.2
3964,812205003475977.wav,78.78
3965,812205003472115.wav,478.38
3966,812205003464802.wav,30.72
3967,812205003485250.wav,53.94
3968,812205003465921.wav,157.98
3969,812205003472139.wav,57.06
3970,812205003478196.wav,445.44
3971,812205003493553.wav,399.54
3972,812205003466408.wav,252.0
3973,812205003470393.wav,30.18
3974,812205003491701.wav,215.52
3975,812205003493376.wav,429.84
3976,812205003483528.wav,32.46
3977,812205003494439.wav,97.08
3978,812205003492066.wav,50.28
3979,812205003483814.wav,41.7
3980,812205003492957.wav,1067.16
3981,812205003476249.wav,440.16
3982,812205003484223.wav,178.5
3983,812205003495668.wav,35.88
3984,812205003487130.wav,35.16
3985,812205003475506.wav,89.52
3986,812205003487641.wav,35.46
3987,812205003494370.wav,111.0
3988,812205003466149.wav,42.42
3989,812205003481698.wav,370.8
3990,812205003471417.wav,34.14
3991,812205003489081.wav,86.7
3992,812205003472508.wav,43.32
3993,812205003478478.wav,53.94
3994,812205003466417.wav,409.68
3995,812205003462521.wav,55.44
3996,812205003493253.wav,122.46
3997,812205003482017.wav,123.54
3998,812205003488645.wav,80.52
3999,812205003470697.wav,211.02
4000,812205003477976.wav,181.38
4001,812205003476834.wav,293.16
4002,812205003465524.wav,73.14
4003,812205003480407.wav,108.48
4004,812205003480953.wav,49.68
4005,812205003468677.wav,53.1
4006,812205003474863.wav,124.56
4007,812205003494328.wav,99.36
4008,812205003482250.wav,30.06
4009,812205003496069.wav,244.44
4010,812205003476923.wav,36.96
4011,812205003470068.wav,88.38
4012,812205003490266.wav,421.5
4013,812205003478648.wav,102.66
4014,812205003485484.wav,196.26
4015,812205003478352.wav,42.42
4016,812205003489048.wav,325.8
4017,812205003496122.wav,30.42
4018,812205003487985.wav,295.02
4019,812205003476563.wav,285.0
4020,812205003464730.wav,207.24
4021,812205003477458.wav,235.2
4022,812205003493413.wav,110.34
4023,812205003477992.wav,449.82
4024,812205003493862.wav,30.0
4025,812205003470816.wav,55.8
4026,812205003490541.wav,58.44
4027,812205003481507.wav,31.38
4028,812205003468307.wav,69.84
4029,812205003464891.wav,65.4
4030,812205003484811.wav,38.7
4031,812205003487953.wav,49.26
4032,812205003467724.wav,42.78
4033,812205003483726.wav,43.32
4034,812205003473353.wav,188.1
4035,812205003486957.wav,40.8
4036,812205003477021.wav,83.94
4037,812205003488307.wav,40.86
4038,812205003463561.wav,52.86
4039,812205003478896.wav,762.48
4040,812205003473634.wav,135.6
4041,812205003466920.wav,41.7
4042,812205003494202.wav,189.9
4043,812205003489345.wav,72.6
4044,812205003483608.wav,104.58
4045,812205003490895.wav,314.64
4046,812205003464751.wav,146.58
4047,812205003485895.wav,65.64
4048,812205003469053.wav,41.82
4049,812205003471639.wav,33.54
4050,812205003469417.wav,34.14
4051,812205003462583.wav,102.06
4052,812205003482432.wav,138.36
4053,812205003496712.wav,293.4
4054,812205003479946.wav,240.24
4055,812205003478104.wav,54.42
4056,812205003481852.wav,32.7
4057,812205003490690.wav,99.24
4058,812205003490350.wav,537.42
4059,812205003498122.wav,120.06
4060,812205003469355.wav,103.08
4061,812205003496616.wav,491.16
4062,812205003466974.wav,64.62
4063,812205003494880.wav,569.16
4064,812205003477799.wav,247.92
4065,812205003480265.wav,243.48
4066,812205003474930.wav,140.22
4067,812205003481111.wav,66.12
4068,812205003483975.wav,32.7
4069,812205003480155.wav,310.74
4070,812205003486021.wav,312.6
4071,812205003496501.wav,31.68
4072,812205003494273.wav,636.96
4073,812205003465391.wav,131.04
4074,812205003472808.wav,329.82
4075,812205003467030.wav,188.4
4076,812205003496986.wav,61.62
4077,812205003490691.wav,61.26
4078,812205003468492.wav,109.8
4079,812205003483257.wav,106.44
4080,812205003491837.wav,34.26
4081,812205003468658.wav,104.22
4082,812205003489521.wav,49.5
4083,812205003462539.wav,381.6
4084,812205003479643.wav,535.68
4085,812205003477507.wav,413.4
4086,812205003495849.wav,53.82
4087,812205003472745.wav,105.66
4088,812205003477779.wav,115.26
4089,812205003468459.wav,143.94
4090,812205003490084.wav,139.26
4091,812205003484645.wav,68.46
4092,812205003469548.wav,53.64
4093,812205003496793.wav,119.76
4094,812205003479157.wav,187.2
4095,812205003477333.wav,365.46
4096,812205003469196.wav,239.58
4097,812205003463112.wav,259.14
4098,812205003481653.wav,97.26
4099,812205003478759.wav,76.92
4100,812205003477673.wav,97.74
4101,812205003481807.wav,54.42
4102,812205003495681.wav,62.76
4103,812205003481860.wav,78.72
4104,812205003466555.wav,63.48
4105,812205003473366.wav,975.42
4106,812205003494357.wav,421.5
4107,812205003492522.wav,38.88
4108,812205003495736.wav,374.88
4109,812205003465294.wav,601.86
4110,812205003478724.wav,39.66
4111,812205003481475.wav,50.4
4112,812205003487265.wav,70.38
4113,812205003464756.wav,39.6
4114,812205003474246.wav,107.34
4115,812205003473569.wav,122.76
4116,812205003475592.wav,94.14
4117,812205003474506.wav,39.72
4118,812205003474198.wav,123.78
4119,812205003474458.wav,275.34
4120,812205003470100.wav,33.48
4121,812205003486902.wav,215.82
4122,812205003491887.wav,75.42
4123,812205003463142.wav,104.7
4124,812205003474681.wav,37.02
4125,812205003486625.wav,90.72
4126,812205003473285.wav,30.84
4127,812205003476620.wav,109.92
4128,812205003492417.wav,80.94
4129,812205003485507.wav,38.4
4130,812205003462646.wav,94.8
4131,812205003492696.wav,93.06
4132,812205003486431.wav,286.68
4133,812205003490786.wav,82.02
4134,812205003491720.wav,40.92
4135,812205003468107.wav,117.72
4136,812205003477542.wav,171.6
4137,812205003496565.wav,91.5
4138,812205003469085.wav,43.32
4139,812205003474717.wav,40.02
4140,812205003492964.wav,51.18
4141,812205003474521.wav,373.38
4142,812205003478439.wav,110.16
4143,812205003472838.wav,119.58
4144,812205003469039.wav,206.58
4145,812205003483947.wav,43.08
4146,812205003476831.wav,84.66
4147,812205003491152.wav,32.1
4148,812205003479256.wav,541.02
4149,812205003492543.wav,173.58
4150,812205003465655.wav,243.78
4151,812205003462426.wav,159.0
4152,812205003495755.wav,65.7
4153,812205003479980.wav,56.88
4154,812205003488687.wav,94.98
4155,812205003465111.wav,86.88
4156,812205003488212.wav,45.36
4157,812205003493076.wav,637.56
4158,812205003485391.wav,82.86
4159,812205003487165.wav,44.82
4160,812205003488253.wav,138.0
4161,812205003487749.wav,45.72
4162,812205003477650.wav,59.46
4163,812205003469633.wav,209.58
4164,812205003485606.wav,106.26
4165,812205003480164.wav,90.78
4166,812205003477480.wav,630.96
4167,812205003475089.wav,250.5
4168,812205003476071.wav,46.56
4169,812205003466760.wav,40.14
4170,812205003483846.wav,79.92
4171,812205003497318.wav,35.1
4172,812205003476766.wav,61.02
4173,812205003466712.wav,221.22
4174,812205003486321.wav,136.92
4175,812205003462165.wav,40.74
4176,812205003476878.wav,495.0
4177,812205003481500.wav,47.04
4178,812205003469631.wav,103.5
4179,812205003486714.wav,259.08
4180,812205003464349.wav,145.68
4181,812205003492966.wav,148.02
4182,812205003482746.wav,119.28
4183,812205003489687.wav,35.28
4184,812205003465628.wav,315.66
4185,812205003485470.wav,115.8
4186,812205003468191.wav,61.5
4187,812205003466264.wav,67.44
4188,812205003482706.wav,90.78
4189,812205003497645.wav,296.52
4190,812205003485840.wav,37.38
4191,812205003474628.wav,112.74
4192,812205003470341.wav,294.72
4193,812205003466582.wav,47.28
4194,812205003466744.wav,35.28
4195,812205003494019.wav,137.4
4196,812205003485990.wav,66.48
4197,812205003481445.wav,404.16
4198,812205003466447.wav,92.46
4199,812205003494975.wav,30.6
4200,812205003496571.wav,31.14
4201,812205003462006.wav,60.36
4202,812205003475026.wav,52.02
4203,812205003480469.wav,160.5
4204,812205003478106.wav,97.2
4205,812205003492150.wav,33.3
4206,812205003465913.wav,39.54
4207,812205003469997.wav,198.54
4208,812205003466229.wav,56.76
4209,812205003467853.wav,68.16
4210,812205003490720.wav,52.2
4211,812205003482819.wav,30.48
4212,812205003491360.wav,51.78
4213,812205003495488.wav,156.3
4214,812205003476757.wav,299.4
4215,812205003462770.wav,57.18
4216,812205003477678.wav,310.2
4217,812205003482519.wav,144.24
4218,812205003471472.wav,56.64
4219,812205003476817.wav,31.32
4220,812205003494162.wav,32.46
4221,812205003464600.wav,51.18
4222,812205003484124.wav,143.04
4223,812205003463981.wav,419.1
4224,812205003489940.wav,396.66
4225,812205003474552.wav,39.72
4226,812205003470333.wav,214.86
4227,812205003487371.wav,294.6
4228,812205003485428.wav,57.06
4229,812205003462588.wav,66.18
4230,812205003488733.wav,541.5
4231,812205003466815.wav,60.06
4232,812205003471444.wav,248.64
4233,812205003491316.wav,139.86
4234,812205003491383.wav,131.28
4235,812205003493169.wav,53.88
4236,812205003493749.wav,221.22
4237,812205003486617.wav,173.64
4238,812205003468545.wav,46.56
4239,812205003476179.wav,592.8
4240,812205003489962.wav,138.9
4241,812205003481719.wav,70.86
4242,812205003467542.wav,36.78
4243,812205003483063.wav,483.18
4244,812205003497648.wav,80.7
4245,812205003492301.wav,83.7
4246,812205003498077.wav,56.28
4247,812205003480907.wav,30.96
4248,812205003467448.wav,176.1
4249,812205003477825.wav,608.34
4250,812205003474359.wav,393.72
4251,812205003462102.wav,257.1
4252,812205003464403.wav,73.32
4253,812205003468328.wav,35.16
4254,812205003481587.wav,44.16
4255,812205003462360.wav,46.08
4256,812205003489713.wav,214.26
4257,812205003474519.wav,634.44
4258,812205003489299.wav,55.14
4259,812205003471709.wav,156.78
4260,812205003496830.wav,32.28
4261,812205003477912.wav,430.44
4262,812205003465083.wav,137.16
4263,812205003482399.wav,34.62
4264,812205003488535.wav,37.92
4265,812205003484523.wav,74.82
4266,812205003469649.wav,89.94
4267,812205003495761.wav,211.56
4268,812205003497337.wav,41.64
4269,812205003494882.wav,90.24
4270,812205003494129.wav,401.94
4271,812205003488056.wav,94.02
4272,812205003494233.wav,388.68
4273,812205003472490.wav,92.94
4274,812205003464149.wav,35.46
4275,812205003489534.wav,162.78
4276,812205003483676.wav,215.22
4277,812205003462842.wav,35.94
4278,812205003489899.wav,70.8
4279,812205003496014.wav,520.14
4280,812205003489092.wav,37.86
4281,812205003484814.wav,98.82
4282,812205003482379.wav,421.2
4283,812205003486543.wav,405.84
4284,812205003463578.wav,62.52
4285,812205003497470.wav,91.8
4286,812205003495140.wav,45.3
4287,812205003488996.wav,39.66
4288,812205003486604.wav,612.3
4289,812205003492937.wav,70.14
4290,812205003488411.wav,659.88
4291,812205003469040.wav,54.54
4292,812205003483338.wav,252.12
4293,812205003466740.wav,341.52
4294,812205003491291.wav,103.44
4295,812205003474411.wav,222.66
4296,812205003483136.wav,108.66
4297,812205003474791.wav,79.62
4298,812205003473821.wav,86.28
4299,812205003485339.wav,38.64
4300,812205003478623.wav,115.74
4301,812205003483759.wav,218.94
4302,812205003481539.wav,30.24
4303,812205003478203.wav,57.78
4304,812205003463841.wav,70.38
4305,812205003474915.wav,111.6
4306,812205003486026.wav,92.04
4307,812205003475124.wav,177.78
4308,812205003493705.wav,58.62
4309,812205003485778.wav,30.6
4310,812205003492698.wav,422.88
4311,812205003478650.wav,57.48
4312,812205003480253.wav,160.68
4313,812205003471711.wav,517.56
4314,812205003464573.wav,107.88
4315,812205003494375.wav,118.02
4316,812205003485951.wav,295.74
4317,812205003469462.wav,135.78
4318,812205003493412.wav,139.08
4319,812205003490156.wav,37.68
4320,812205003483553.wav,107.28
4321,812205003475964.wav,160.26
4322,812205003478400.wav,146.4
4323,812205003481700.wav,60.54
4324,812205003467240.wav,97.56
4325,812205003475975.wav,40.56
4326,812205003470418.wav,66.72
4327,812205003492442.wav,35.94
4328,812205003479711.wav,42.0
4329,812205003487988.wav,189.18
4330,812205003471884.wav,711.6
4331,812205003491893.wav,243.96
4332,812205003462171.wav,46.5
4333,812205003462002.wav,136.8
4334,812205003481633.wav,75.54
4335,812205003467675.wav,37.74
4336,812205003483637.wav,146.22
4337,812205003487432.wav,42.18
4338,812205003496550.wav,32.28
4339,812205003486773.wav,55.02
4340,812205003480308.wav,37.92
4341,812205003492373.wav,134.52
4342,812205003478839.wav,226.26
4343,812205003471162.wav,43.08
4344,812205003487172.wav,587.58
4345,812205003465473.wav,279.84
4346,812205003466845.wav,39.78
4347,812205003474984.wav,421.62
4348,812205003463549.wav,130.92
4349,812205003480859.wav,137.64
4350,812205003482283.wav,30.12
4351,812205003487904.wav,73.56
4352,812205003475153.wav,49.5
4353,812205003468863.wav,52.2
4354,812205003488616.wav,190.02
4355,812205003494351.wav,544.14
4356,812205003470509.wav,40.02
4357,812205003469577.wav,44.16
4358,812205003473677.wav,206.16
4359,812205003475137.wav,34.62
4360,812205003495051.wav,107.04
4361,812205003485225.wav,121.86
4362,812205003483184.wav,85.14
4363,812205003468925.wav,69.78
4364,812205003483757.wav,346.38
4365,812205003496589.wav,154.26
4366,812205003497082.wav,56.28
4367,812205003478533.wav,126.42
4368,812205003498171.wav,407.7
4369,812205003480327.wav,74.58
4370,812205003478558.wav,43.92
4371,812205003484839.wav,400.62
4372,812205003486715.wav,51.6
4373,812205003484928.wav,42.42
4374,812205003466514.wav,51.6
4375,812205003491916.wav,83.52
4376,812205003464510.wav,36.36
4377,812205003469389.wav,75.66
4378,812205003483875.wav,261.48
4379,812205003482979.wav,30.06
4380,812205003494897.wav,315.18
4381,812205003496632.wav,537.9
4382,812205003493801.wav,370.14
4383,812205003473509.wav,381.6
4384,812205003493371.wav,39.36
4385,812205003463902.wav,470.1
4386,812205003489723.wav,38.22
4387,812205003466400.wav,417.12
4388,812205003495437.wav,86.58
4389,812205003474920.wav,43.26
4390,812205003469580.wav,95.94
4391,812205003477163.wav,805.44
4392,812205003476801.wav,79.74
4393,812205003484549.wav,234.6
4394,812205003496577.wav,174.84
4395,812205003470256.wav,44.46
4396,812205003465428.wav,197.82
4397,812205003479249.wav,46.26
4398,812205003467072.wav,508.62
4399,812205003467048.wav,35.22
4400,812205003486810.wav,301.2
4401,812205003487902.wav,806.04
4402,812205003497931.wav,58.44
4403,812205003478625.wav,84.66
4404,812205003491241.wav,821.88
4405,812205003497307.wav,178.26
4406,812205003480463.wav,47.16
4407,812205003464171.wav,94.98
4408,812205003466399.wav,328.74
4409,812205003487877.wav,96.72
4410,812205003491659.wav,140.28
4411,812205003478268.wav,245.28
4412,812205003496354.wav,36.72
4413,812205003490761.wav,223.32
4414,812205003469905.wav,294.72
4415,812205003476580.wav,600.36
4416,812205003467256.wav,44.34
4417,812205003482404.wav,67.02
4418,812205003474771.wav,30.48
4419,812205003483756.wav,50.76
4420,812205003467238.wav,33.0
4421,812205003479957.wav,33.72
4422,812205003477387.wav,333.36
4423,812205003491409.wav,113.22
4424,812205003490894.wav,41.1
4425,812205003467690.wav,50.28
4426,812205003491263.wav,40.68
4427,812205003483638.wav,365.1
4428,812205003488570.wav,404.82
4429,812205003477721.wav,130.2
4430,812205003489768.wav,62.22
4431,812205003463903.wav,245.52
4432,812205003495351.wav,444.24
4433,812205003465506.wav,1000.44
4434,812205003462835.wav,38.1
4435,812205003494154.wav,33.66
4436,812205003489000.wav,183.06
4437,812205003489563.wav,40.74
4438,812205003488279.wav,298.44
4439,812205003473516.wav,34.08
4440,812205003475402.wav,239.04
4441,812205003479626.wav,71.82
4442,812205003482513.wav,82.14
4443,812205003473699.wav,230.82
4444,812205003464385.wav,69.6
4445,812205003482422.wav,189.42
4446,812205003495907.wav,41.16
4447,812205003497013.wav,699.3
4448,812205003473087.wav,59.34
4449,812205003472200.wav,404.22
4450,812205003467283.wav,226.98
4451,812205003495565.wav,32.46
4452,812205003462400.wav,53.88
4453,812205003478192.wav,503.64
4454,812205003496424.wav,55.8
4455,812205003487952.wav,126.66
4456,812205003471511.wav,68.34
4457,812205003497609.wav,137.46
4458,812205003466507.wav,51.36
4459,812205003462042.wav,71.52
4460,812205003474869.wav,82.32
4461,812205003463771.wav,89.22
4462,812205003495963.wav,178.8
4463,812205003480409.wav,45.96
4464,812205003467720.wav,70.86
4465,812205003470649.wav,96.6
4466,812205003495724.wav,346.44
4467,812205003474390.wav,48.96
4468,812205003484379.wav,33.24
4469,812205003465758.wav,165.06
4470,812205003491351.wav,50.46
4471,812205003479952.wav,365.76
4472,812205003474355.wav,44.22
4473,812205003472485.wav,39.66
4474,812205003469872.wav,32.82
4475,812205003481978.wav,261.9
4476,812205003483105.wav,30.42
4477,812205003491515.wav,54.96
4478,812205003464542.wav,36.9
4479,812205003467345.wav,35.46
4480,812205003476145.wav,136.2
4481,812205003462101.wav,30.48
4482,812205003490796.wav,118.8
4483,812205003482247.wav,66.66
4484,812205003491066.wav,64.56
4485,812205003490719.wav,39.42
4486,812205003485875.wav,104.64
4487,812205003468280.wav,30.96
4488,812205003487969.wav,220.44
4489,812205003480259.wav,78.78
4490,812205003478168.wav,38.82
4491,812205003474685.wav,48.48
4492,812205003487752.wav,56.46
4493,812205003490060.wav,347.64
4494,812205003496716.wav,37.08
4495,812205003491915.wav,426.96
4496,812205003491520.wav,66.12
4497,812205003489491.wav,43.98
4498,812205003495214.wav,30.06
4499,812205003486273.wav,240.42
4500,812205003461992.wav,47.7
4501,812205003464856.wav,88.74
4502,812205003475940.wav,306.84
4503,812205003465358.wav,126.9
4504,812205003465673.wav,48.36
4505,812205003466017.wav,38.58
4506,812205003466611.wav,58.92
4507,812205003481568.wav,56.04
4508,812205003476140.wav,38.16
4509,812205003496734.wav,66.0
4510,812205003471308.wav,84.36
4511,812205003494114.wav,358.08
4512,812205003468890.wav,30.54
4513,812205003496708.wav,39.84
4514,812205003481241.wav,878.28
4515,812205003485328.wav,39.84
4516,812205003477256.wav,35.88
4517,812205003491651.wav,73.44
4518,812205003466357.wav,82.38
4519,812205003491911.wav,58.56
4520,812205003473318.wav,280.44
4521,812205003476919.wav,209.94
4522,812205003468238.wav,397.74
4523,812205003482011.wav,101.16
4524,812205003493032.wav,904.32
4525,812205003486496.wav,216.3
4526,812205003472214.wav,210.84
4527,812205003468373.wav,39.42
4528,812205003479210.wav,398.82
4529,812205003490458.wav,35.88
4530,812205003494012.wav,83.58
4531,812205003472594.wav,192.96
4532,812205003494134.wav,136.38
4533,812205003463384.wav,39.6
4534,812205003497998.wav,119.76
4535,812205003466855.wav,93.6
4536,812205003492805.wav,112.92
4537,812205003478275.wav,61.56
4538,812205003467436.wav,51.3
4539,812205003491058.wav,327.54
4540,812205003491583.wav,147.42
4541,812205003485010.wav,71.4
4542,812205003475191.wav,94.38
4543,812205003490046.wav,188.22
4544,812205003466785.wav,501.54
4545,812205003484084.wav,69.96
4546,812205003486374.wav,38.76
4547,812205003482932.wav,41.16
4548,812205003488408.wav,58.08
4549,812205003490583.wav,675.84
4550,812205003483693.wav,53.52
4551,812205003472998.wav,258.6
4552,812205003495071.wav,84.42
4553,812205003477854.wav,270.48
4554,812205003489112.wav,69.72
4555,812205003475797.wav,34.68
4556,812205003482194.wav,801.42
4557,812205003497929.wav,176.4
4558,812205003496048.wav,93.96
4559,812205003473565.wav,244.32
4560,812205003467382.wav,243.36
4561,812205003496733.wav,281.1
4562,812205003479835.wav,161.94
4563,812205003462318.wav,450.42
4564,812205003462941.wav,284.58
4565,812205003474918.wav,73.62
4566,812205003496977.wav,40.02
4567,812205003462979.wav,33.78
4568,812205003487213.wav,55.68
4569,812205003484065.wav,43.44
4570,812205003463287.wav,41.28
4571,812205003481468.wav,62.94
4572,812205003467304.wav,567.42
4573,812205003468213.wav,229.74
4574,812205003464921.wav,54.18
4575,812205003470191.wav,73.68
4576,812205003483177.wav,63.6
4577,812205003472866.wav,69.12
4578,812205003488633.wav,560.16
4579,812205003487379.wav,61.44
4580,812205003482944.wav,56.28
4581,812205003496713.wav,255.6
4582,812205003485082.wav,93.6
4583,812205003493937.wav,986.1
4584,812205003469647.wav,64.14
4585,812205003492332.wav,99.3
4586,812205003462386.wav,88.32
4587,812205003487782.wav,879.84
4588,812205003487162.wav,49.26
4589,812205003476824.wav,37.32
4590,812205003495203.wav,62.64
4591,812205003463427.wav,37.08
4592,812205003498102.wav,397.68
4593,812205003497891.wav,233.64
4594,812205003462391.wav,188.82
4595,812205003478139.wav,51.12
4596,812205003479323.wav,220.92
4597,812205003478464.wav,105.96
4598,812205003491906.wav,46.2
4599,812205003494417.wav,78.0
4600,812205003469695.wav,131.22
4601,812205003484503.wav,382.98
4602,812205003496664.wav,43.26
4603,812205003472645.wav,51.0
4604,812205003492514.wav,237.3
4605,812205003491231.wav,356.82
4606,812205003476585.wav,431.82
4607,812205003466980.wav,130.08
4608,812205003493786.wav,36.06
4609,812205003475769.wav,35.88
4610,812205003471905.wav,559.44
4611,812205003493387.wav,328.74
4612,812205003465577.wav,445.86
4613,812205003484076.wav,51.42
4614,812205003462731.wav,38.7
4615,812205003471993.wav,285.84
4616,812205003488520.wav,59.46
4617,812205003484961.wav,147.54
4618,812205003483658.wav,169.98
4619,812205003467967.wav,96.12
4620,812205003477154.wav,53.1
4621,812205003495915.wav,58.2
4622,812205003481204.wav,31.26
4623,812205003495687.wav,227.76
4624,812205003466629.wav,35.88
4625,812205003485202.wav,116.28
4626,812205003474618.wav,52.32
4627,812205003496884.wav,69.72
4628,812205003465059.wav,467.16
4629,812205003485979.wav,73.14
4630,812205003462339.wav,1000.86
4631,812205003484226.wav,47.82
4632,812205003485846.wav,65.58
4633,812205003471346.wav,167.1
4634,812205003479233.wav,38.04
4635,812205003494124.wav,32.34
4636,812205003475724.wav,38.1
4637,812205003472827.wav,590.34
4638,812205003463307.wav,192.72
4639,812205003497106.wav,43.56
4640,812205003464836.wav,212.52
4641,812205003493433.wav,367.68
4642,812205003482839.wav,46.5
4643,812205003473310.wav,210.0
4644,812205003483711.wav,387.9
4645,812205003483126.wav,34.68
4646,812205003494643.wav,76.08
4647,812205003494420.wav,622.14
4648,812205003463037.wav,195.66
4649,812205003472250.wav,99.24
4650,812205003473080.wav,202.8
4651,812205003489619.wav,118.8
4652,812205003476518.wav,263.52
4653,812205003492588.wav,64.38
4654,812205003479209.wav,86.46
4655,812205003491192.wav,304.32
4656,812205003471688.wav,45.6
4657,812205003463864.wav,44.22
4658,812205003477165.wav,106.26
4659,812205003471726.wav,46.14
4660,812205003493522.wav,63.96
4661,812205003479365.wav,86.76
4662,812205003475591.wav,30.9
4663,812205003468182.wav,31.74
4664,812205003469940.wav,32.58
4665,812205003467483.wav,32.64
4666,812205003495288.wav,98.4
4667,812205003493673.wav,73.38
4668,812205003471487.wav,178.32
4669,812205003464937.wav,233.46
4670,812205003497205.wav,210.3
4671,812205003492636.wav,250.32
4672,812205003473999.wav,47.94
4673,812205003490695.wav,91.92
4674,812205003497387.wav,35.04
4675,812205003494032.wav,298.32
4676,812205003488629.wav,76.74
4677,812205003476303.wav,328.86
4678,812205003477848.wav,77.82
4679,812205003482945.wav,86.64
4680,812205003490797.wav,174.06
4681,812205003467365.wav,302.76
4682,812205003469517.wav,122.52
4683,812205003495968.wav,160.62
4684,812205003463071.wav,36.24
4685,812205003496160.wav,981.0
4686,812205003488256.wav,195.36
4687,812205003488670.wav,32.04
4688,812205003481847.wav,230.22
4689,812205003473644.wav,193.32
4690,812205003464153.wav,213.9
4691,812205003475066.wav,47.7
4692,812205003495075.wav,30.6
4693,812205003485939.wav,70.02
4694,812205003475572.wav,208.2
4695,812205003484869.wav,359.58
4696,812205003487164.wav,135.6
4697,812205003465951.wav,352.92
4698,812205003496979.wav,62.22
4699,812205003474800.wav,39.84
4700,812205003465636.wav,42.06
4701,812205003476120.wav,41.1
4702,812205003463321.wav,256.86
4703,812205003493910.wav,409.8
4704,812205003497116.wav,30.18
4705,812205003480115.wav,102.06
4706,812205003469411.wav,46.32
4707,812205003485908.wav,305.22
4708,812205003467894.wav,205.5
4709,812205003463452.wav,115.02
4710,812205003488975.wav,127.5
4711,812205003493569.wav,161.16
4712,812205003471837.wav,164.34
4713,812205003494701.wav,596.16
4714,812205003487305.wav,66.3
4715,812205003473313.wav,96.54
4716,812205003469687.wav,39.66
4717,812205003490443.wav,79.02
4718,812205003497153.wav,389.28
4719,812205003478825.wav,33.9
4720,812205003482619.wav,42.3
4721,812205003462676.wav,191.28
4722,812205003486360.wav,58.2
4723,812205003495711.wav,685.68
4724,812205003465011.wav,226.2
4725,812205003477826.wav,38.7
4726,812205003468212.wav,359.64
4727,812205003470939.wav,245.64
4728,812205003465996.wav,791.28
4729,812205003491525.wav,47.94
4730,812205003470208.wav,128.04
4731,812205003463665.wav,71.94
4732,812205003476917.wav,106.86
4733,812205003486770.wav,108.42
4734,812205003479164.wav,85.8
4735,812205003466557.wav,39.48
4736,812205003475347.wav,658.38
4737,812205003478577.wav,40.44
4738,812205003481992.wav,308.04
4739,812205003480768.wav,78.42
4740,812205003474661.wav,248.4
4741,812205003494673.wav,547.98
4742,812205003462522.wav,35.28
4743,812205003490229.wav,456.9
4744,812205003474913.wav,83.04
4745,812205003462725.wav,75.78
4746,812205003463366.wav,425.64
4747,812205003462414.wav,90.54
4748,812205003485302.wav,167.16
4749,812205003464099.wav,290.58
4750,812205003482788.wav,68.58
4751,812205003489947.wav,116.7
4752,812205003495413.wav,360.9
4753,812205003494008.wav,134.04
4754,812205003472714.wav,185.16
